Sl_No,GEMS_ID    W,STATE,DISTRICT,BLOCK,LOCATION,LONGITUDE,LATITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U_ppb_
6387,W12000078150001,Tamil Nadu,Dharmapuri,DHARMAPURI,Bommidimalapurm,78.25,12,2022,7.38,1336,0,317.3,170.4,132.1,146.6,0,500,116,51.1,118.6,3.5,0.35,,,0
6388,W11570378280801,Tamil Nadu,Dharmapuri,PAPPIREDDIPATTI,Boothanatham,78.4688,11.9508,2022,7.57,577,0,140.3,56.8,62.6,62,0,220,40,29.2,29.7,5.5,0.97,,,2
6389,W11570378280801,Tamil Nadu,Dharmapuri,PAPPIREDDIPATTI,Boothanatham,78.4688,11.9508,2022,7.57,577,0,140.3,56.8,62.6,62,0,220,40,29.2,29.7,5.5,0.97,,,2
6390,W12081578101501,Tamil Nadu,Dharmapuri,DHARMAPURI,Dharmapuri2,78.1708,12.1375,2022,7.68,2100,0,543,298.2,129.4,80.2,0,690,164,68.1,131.1,5.9,0.31,,,0
6391,W12081578101501,Tamil Nadu,Dharmapuri,DHARMAPURI,Dharmapuri2,78.1708,12.1375,2022,7.68,2100,0,543,298.2,129.4,80.2,0,690,164,68.1,131.1,5.9,0.31,,,0
6392,W12064678293901,Tamil Nadu,Dharmapuri,HARUR,Echambadi dw,78.4942,12.1128,2022,7.16,1963,0,323.4,312.4,161.6,261.9,0,750,160,85.1,182.8,1.3,0.74,,,0
6393,W12064678293901,Tamil Nadu,Dharmapuri,HARUR,Echambadi dw,78.4942,12.1128,2022,7.16,1963,0,323.4,312.4,161.6,261.9,0,750,160,85.1,182.8,1.3,0.74,,,0
6394,W12030578286001,Tamil Nadu,Dharmapuri,HARUR,Harur2,78.4833,12.0514,2022,7.5,2640,0,506.4,560.9,158.7,62.2,0,790,100,131.3,232.8,5.1,1.08,,,0
6395,W12030578286001,Tamil Nadu,Dharmapuri,HARUR,Harur2,78.4833,12.0514,2022,7.5,2640,0,506.4,560.9,158.7,62.2,0,790,100,131.3,232.8,5.1,1.08,,,0
6396,W12072577483001,Tamil Nadu,Dharmapuri,PENNAGARAM,Hogenakkal,77.8083,12.1236,2022,8.15,1545,0,518.6,156.2,164.2,13.4,0,150,16,26.8,306.5,1.5,0.64,,,1
6397,W12072577483001,Tamil Nadu,Dharmapuri,PENNAGARAM,Hogenakkal,77.8083,12.1236,2022,8.15,1545,0,518.6,156.2,164.2,13.4,0,150,16,26.8,306.5,1.5,0.64,,,1
6398,W12076078033001,Tamil Nadu,Dharmapuri,NALLAMPALLI,Indoor,78.0583,12.1333,2022,7.6,3300,0,323.4,433.1,733,160.1,0,1150,228,141.1,181.4,47.3,0.66,,,2
6399,W12076078033001,Tamil Nadu,Dharmapuri,NALLAMPALLI,Indoor,78.0583,12.1333,2022,7.6,3300,0,323.4,433.1,733,160.1,0,1150,228,141.1,181.4,47.3,0.66,,,2
6400,W12154078180701,Tamil Nadu,Dharmapuri,KAVERIPATTANAM,Irumattur new,78.3019,12.2611,2022,7.74,2570,0,555.2,454.4,152.5,20.7,0,530,100,68.1,278,54.8,0.54,,,0
6401,W12154078180701,Tamil Nadu,Dharmapuri,KAVERIPATTANAM,Irumattur new,78.3019,12.2611,2022,7.74,2570,0,555.2,454.4,152.5,20.7,0,530,100,68.1,278,54.8,0.54,,,0
6402,W12075978191101,Tamil Nadu,Dharmapuri,MORAPPUR,Karthankulam DW,78.3197,12.1331,2022,7.43,1356,0,372.2,149.1,142.7,40.2,0,520,84,75.4,85.7,0.8,1.04,,,0
6403,W12075978191101,Tamil Nadu,Dharmapuri,MORAPPUR,Karthankulam DW,78.3197,12.1331,2022,7.43,1356,0,372.2,149.1,142.7,40.2,0,520,84,75.4,85.7,0.8,1.04,,,0
6404,W12084678102401,Tamil Nadu,Dharmapuri,DHARMAPURI,Kaveripattinathankottai,78.1733,12.1461,2022,7.09,902,0,353.9,106.5,62.7,6.4,0,270,32,46.2,84.8,41.4,0.49,,,2
6405,W12084678102401,Tamil Nadu,Dharmapuri,DHARMAPURI,Kaveripattinathankottai,78.1733,12.1461,2022,7.09,902,0,353.9,106.5,62.7,6.4,0,270,32,46.2,84.8,41.4,0.49,,,2
6406,W11590678401801,Tamil Nadu,Dharmapuri,HARUR,Kottapatti Pz,78.6717,11.985,2022,7.81,1706,0,585.7,213,132.5,58.2,0,680,92,109.5,115.1,3.4,0.49,,,1
6407,W11590678401801,Tamil Nadu,Dharmapuri,HARUR,Kottapatti Pz,78.6717,11.985,2022,7.81,1706,0,585.7,213,132.5,58.2,0,680,92,109.5,115.1,3.4,0.49,,,1
6408,W12072978170501,Tamil Nadu,Dharmapuri,MORAPPUR,Maniyampadi,78.2847,12.1246,2022,7.51,589,0,152.5,63.9,54,51.6,0,230,44,29.2,34.8,6,0.52,,,2
6409,W12072978170501,Tamil Nadu,Dharmapuri,MORAPPUR,Maniyampadi,78.2847,12.1246,2022,7.51,589,0,152.5,63.9,54,51.6,0,230,44,29.2,34.8,6,0.52,,,2
6410,W12072978235601,Tamil Nadu,Dharmapuri,MORAPPUR,Morappur dw,78.3989,12.1247,2022,7.43,1976,0,433.2,369.2,152.5,75.8,0,680,84,114.3,182.3,4.2,1.21,,,0
6411,W12072978235601,Tamil Nadu,Dharmapuri,MORAPPUR,Morappur dw,78.3989,12.1247,2022,7.43,1976,0,433.2,369.2,152.5,75.8,0,680,84,114.3,182.3,4.2,1.21,,,0
6412,W11580078250001,Tamil Nadu,Dharmapuri,HARUR,Mukkareddipatti,78.4167,11.9667,2022,7.4,1730,0,439.3,284,108.6,61.2,0,660,80,111.9,128.8,1.2,1.14,,,1
6413,W11580078250001,Tamil Nadu,Dharmapuri,HARUR,Mukkareddipatti,78.4167,11.9667,2022,7.4,1730,0,439.3,284,108.6,61.2,0,660,80,111.9,128.8,1.2,1.14,,,1
6414,W12055178374401,Tamil Nadu,Dharmapuri,HARUR,Mullaivanam,78.6289,12.0975,2022,7.69,823,0,329.5,92.3,50.8,4.6,0,370,44,63.2,51,1.5,0.38,,,1
6415,W12055178374401,Tamil Nadu,Dharmapuri,HARUR,Mullaivanam,78.6289,12.0975,2022,7.69,823,0,329.5,92.3,50.8,4.6,0,370,44,63.2,51,1.5,0.38,,,1
6416,W12076077586001,Tamil Nadu,Dharmapuri,PENNAGARAM,Nagadasampatti,77.9833,12.1333,2022,7.57,2650,0,457.6,418.9,221.5,198,0,1010,148,155.7,136.5,0.8,1.04,,,2
6417,W12076077586001,Tamil Nadu,Dharmapuri,PENNAGARAM,Nagadasampatti,77.9833,12.1333,2022,7.57,2650,0,457.6,418.9,221.5,198,0,1010,148,155.7,136.5,0.8,1.04,,,2
6418,W12083078173001,Tamil Nadu,Dharmapuri,MORAPPUR,Odasalapatti,78.2917,12.1417,2022,7.4,1343,0,402.7,149.1,142.7,66.6,0,540,88,77.8,106.8,1.2,0.78,,,0
6419,W12083078173001,Tamil Nadu,Dharmapuri,MORAPPUR,Odasalapatti,78.2917,12.1417,2022,7.4,1343,0,402.7,149.1,142.7,66.6,0,540,88,77.8,106.8,1.2,0.78,,,0
6420,W12083578170401,Tamil Nadu,Dharmapuri,MORAPPUR,Odasalapatti x road,78.2844,12.1431,2022,7.34,1654,0,335.6,220.1,152.5,156.7,0,550,104,70.5,167.7,0.5,0.9,,,0
6421,W12083578170401,Tamil Nadu,Dharmapuri,MORAPPUR,Odasalapatti x road,78.2844,12.1431,2022,7.34,1654,0,335.6,220.1,152.5,156.7,0,550,104,70.5,167.7,0.5,0.9,,,0
6422,W11550078201001,Tamil Nadu,Dharmapuri,PAPPIREDDIPATTI,Papireddipatti1,78.3361,11.9167,2022,7.47,1603,0,494.2,269.8,108.6,14.9,0,530,48,99.7,152.1,6.7,1.32,,,0
6423,W11550078201001,Tamil Nadu,Dharmapuri,PAPPIREDDIPATTI,Papireddipatti1,78.3361,11.9167,2022,7.47,1603,0,494.2,269.8,108.6,14.9,0,530,48,99.7,152.1,6.7,1.32,,,0
6424,W12013977483701,Tamil Nadu,Dharmapuri,PENNAGARAM,Pattarakaran Kottai,77.8104,12.0274,2022,7.66,1647,0,408.8,149.1,300,32.7,0,570,156,43.8,132,1.5,0.99,,,0
6425,W12013977483701,Tamil Nadu,Dharmapuri,PENNAGARAM,Pattarakaran Kottai,77.8104,12.0274,2022,7.66,1647,0,408.8,149.1,300,32.7,0,570,156,43.8,132,1.5,0.99,,,0
6426,W12073077540001,Tamil Nadu,Dharmapuri,PENNAGARAM,Pennagaram1,77.9,12.125,2022,7.68,754,0,195.2,92.3,124.4,7.6,0,320,40,53.5,36,1.8,0.58,,,2
6427,W12073077540001,Tamil Nadu,Dharmapuri,PENNAGARAM,Pennagaram1,77.9,12.125,2022,7.68,754,0,195.2,92.3,124.4,7.6,0,320,40,53.5,36,1.8,0.58,,,2
6428,W12030978165001,Tamil Nadu,Dharmapuri,MORAPPUR,Sillarahalli,78.2806,12.0525,2022,7.61,3100,0,567.4,497,185.7,336.4,0,1210,132,214.1,195.6,6,0.71,,,1
6429,W12030978165001,Tamil Nadu,Dharmapuri,MORAPPUR,Sillarahalli,78.2806,12.0525,2022,7.61,3100,0,567.4,497,185.7,336.4,0,1210,132,214.1,195.6,6,0.71,,,1
6430,W11543578371601,Tamil Nadu,Dharmapuri,PAPPIREDDIPATTI,Sittilingiri,78.6212,11.9098,2022,7.76,1282,0,506.4,113.6,49.1,48.7,0,380,40,68.1,144.5,3.6,1.04,,,2
6431,W11543578371601,Tamil Nadu,Dharmapuri,PAPPIREDDIPATTI,Sittilingiri,78.6212,11.9098,2022,7.76,1282,0,506.4,113.6,49.1,48.7,0,380,40,68.1,144.5,3.6,1.04,,,2
6432,W12062978244601,Tamil Nadu,Dharmapuri,HARUR,Thambichettipatti dw,78.4128,12.1081,2022,7.35,583,0,170.8,56.8,63.2,24.1,0,210,44,24.3,35.9,1.1,0.62,,,2
6433,W12062978244601,Tamil Nadu,Dharmapuri,HARUR,Thambichettipatti dw,78.4128,12.1081,2022,7.35,583,0,170.8,56.8,63.2,24.1,0,210,44,24.3,35.9,1.1,0.62,,,2
6434,W12060678352101,Tamil Nadu,Dharmapuri,HARUR,Thirthamalai DW,78.5892,12.1017,2022,7.37,1926,0,445.4,276.9,146.5,162.2,0,710,120,99.7,183.9,1.5,1.08,,,1
6435,W12060678352101,Tamil Nadu,Dharmapuri,HARUR,Thirthamalai DW,78.5892,12.1017,2022,7.37,1926,0,445.4,276.9,146.5,162.2,0,710,120,99.7,183.9,1.5,1.08,,,1
6436,W11563678025301,Tamil Nadu,Dharmapuri,NALLAMPALLI,Thoppur (D),78.0481,11.9433,2022,7.76,2100,0,683.3,205.9,200,30,0,620,72,107,226.7,0.4,1.23,,,1
6437,W11563678025301,Tamil Nadu,Dharmapuri,NALLAMPALLI,Thoppur (D),78.0481,11.9433,2022,7.76,2100,0,683.3,205.9,200,30,0,620,72,107,226.7,0.4,1.23,,,1
6438,W10170978060101,Tamil Nadu,Dindigul,DINDIGUL,Ayyalur,78.1002,10.2858,2022,7.21,1183,0,427,156,30,19,0,510,144,36,54,7.4,0.9,,,8
6439,W10280077393001,Tamil Nadu,Dindigul,THOPPAMPATTI,Chattrapatti,77.6583,10.4667,2022,6.88,2390,0,415,356,115,275,0,860,152,117,97,3.4,0.49,,,0
6440,W10242678000901,Tamil Nadu,Dindigul,DINDIGUL,Chellamantadi,78.0025,10.4072,2022,7.3,2900,0,647,398,125,157,0,460,96,54,232,282,0.5,,,2
6441,W10141677461501,Tamil Nadu,Dindigul,ATHOOR,Chitterivu pz,77.7708,10.2378,2022,7.21,2910,0,500,441,135,289,0,1100,144,180,152,1.7,1,,,2
6442,W10243077580001,Tamil Nadu,Dindigul,DINDIGUL,Dindigul1,77.9667,10.4083,2022,7.34,1385,0,573,142,62,5.5,0,360,52,56,129,118,0.22,,,1
6443,W10220077581501,Tamil Nadu,Dindigul,DINDIGUL,Dindigul2,77.9708,10.3667,2022,7.36,1516,0,622,142,100,4.5,0,400,48,68,121,141,1.2,,,1
6444,W10153077553001,Tamil Nadu,Dindigul,ATHOOR,Gandhigram,77.925,10.2583,2022,7.18,1070,0,317,149,60,9.6,0,310,52,44,117,8.5,0.21,,,1
6445,W10405078065601,Tamil Nadu,Dindigul,GUZILIAMPARAI,Guzilamparai,78.1156,10.6806,2022,7.14,1538,0,415,185,80,152,0,490,80,70,143,34,1.11,,,4
6446,W10210577594001,Tamil Nadu,Dindigul,DINDIGUL,Hanumanthanagar,77.9944,10.3514,2022,7.46,2890,0,793,356,170,8.7,0,660,160,63,285,52,0.58,,,2
6447,W10453078016001,Tamil Nadu,Dindigul,GUZILIAMPARAI,Idayapatti,78.0333,10.7583,2022,7.21,1328,0,354,199,92,24,0,380,52,61,120,17,1.16,,,3
6448,W10401777593201,Tamil Nadu,Dindigul,GUZILIAMPARAI,Kakkinapatti,77.9922,10.6714,2022,7.24,1409,0,451,149,64,107,0,550,60,97,57,24,0.64,,,4
6449,W10346077414001,Tamil Nadu,Dindigul,THOPPAMPATTI,Kallimandiam,77.6944,10.5833,2022,7.36,1484,0,464,185,67,106,0,460,64,73,142,16,0.68,,,1
6450,W10283077340001,Tamil Nadu,Dindigul,PALANI,Kanakkanpatti,77.5667,10.475,2022,7.17,3460,0,634,455,335,204,0,760,168,83,403,183,0.6,,,0
6451,W10080377163301,Tamil Nadu,Dindigul,KODAIKANAL,Kodaikanal,77.2758,10.1343,2022,5.41,40,0,12,4.3,2.5,1.3,0,14,4,1,1.8,0,0,,,0
6452,W10353078051001,Tamil Nadu,Dindigul,GUZILIAMPARAI,Kovilur (Ramanathapur,78.0861,10.5917,2022,7.01,759,0,250,100,52,0.6,0,195,38,24,99,5,0.93,,,1
6453,W10203077593001,Tamil Nadu,Dindigul,DINDIGUL,Kullanampatti,77.9917,10.3417,2022,7.08,309,0,151,16,5,0.2,0,124,30,12,13,0.5,0,,,0
6454,W10433878082101,Tamil Nadu,Dindigul,GUZILIAMPARAI,Muthampattipalayam,78.1392,10.7272,2022,7.13,2270,0,476,313,155,134,0,500,120,49,216,75,0.84,,,6
6455,W10223277590701,Tamil Nadu,Dindigul,DINDIGUL,Nandavanampatti,77.9853,10.3756,2022,7.29,2470,0,647,384,112,13,0,620,120,78,284,17,2.96,,,3
6456,W10132078145001,Tamil Nadu,Dindigul,NATTAM,Natham1,78.2472,10.2222,2022,7.77,4660,0,1074,754,340,361,0,1180,32,268,584,5.5,1.26,,,50
6457,W10135878136001,Tamil Nadu,Dindigul,NATTAM,Nattam,78.2333,10.2328,2022,7.53,3010,0,683,469,180,233,0,860,48,180,275,4.3,0.74,,,22
6458,W10292777451001,Tamil Nadu,Dindigul,ODDANCHATRAM,Oddanchatram1,77.7528,10.4908,2022,7.11,2590,0,549,370,165,207,0,840,144,117,207,1.6,0.78,,,1
6459,W10291577451501,Tamil Nadu,Dindigul,ODDANCHATRAM,Oodanchatram,77.7542,10.4875,2022,7.06,2360,0,647,213,160,198,0,800,104,131,192,7,1.22,,,1
6460,W10355477583201,Tamil Nadu,Dindigul,VEDASANDUR,P.Alagapuri,77.9756,10.5983,2022,7.14,4990,0,354,1266,92,100,0,1340,176,219,424,55,0.92,,,2
6461,W10275777482001,Tamil Nadu,Dindigul,ODDANCHATRAM,Palakanthu,77.8056,10.4658,2022,7.26,1528,0,525,178,85,82,0,540,48,102,125,2.2,0.93,,,1
6462,W10256077304501,Tamil Nadu,Dindigul,PALANI,Palani2,77.5125,10.4333,2022,7.16,805,0,439,46,17,0.7,0,345,24,69,46,2,1.32,,,1
6463,W10045077324501,Tamil Nadu,Dindigul,PERIYAKULAM,Pallapatti,77.5457,10.0805,2022,7.89,1276,0,415,170,100,28,0,380,36,70,139,2.8,2.72,,,3
6464,W10213077583001,Tamil Nadu,Dindigul,DINDIGUL,Paraipatti,77.975,10.3583,2022,7.15,4220,0,378,711,370,282,0,980,256,83,384,79,0.08,,,1
6465,W10194077556001,Tamil Nadu,Dindigul,REDDIARCHATRAM,Pittalaipatti,77.9333,10.3278,2022,7.46,1998,0,573,327,75,34,0,620,48,122,215,12,1.2,,,10
6466,W10274377422201,Tamil Nadu,Dindigul,PALANI,Pudu Ettama Nayakar P,77.7061,10.4619,2022,7.24,1226,0,415,100,80,117,0,510,64,85,92,4.2,1.18,,,1
6467,W10215378014901,Tamil Nadu,Dindigul,DINDIGUL,R.Pudukottai,78.0303,10.3646,2022,7.26,1380,0,439,178,110,76,0,470,64,75,123,12,1.22,,,6
6468,W10270178004201,Tamil Nadu,Dindigul,VADAMADURAI,R.Vellodu,78.0116,10.4502,2022,7.23,2310,0,427,441,182,16,0,600,64,107,237,23,1.07,,,22
6469,W10250077514001,Tamil Nadu,Dindigul,REDDIARCHATRAM,Reddiarchattram,77.8611,10.4167,2022,7.27,1206,0,378,142,48,79,0,490,56,85,67,2.1,0.83,,,2
6470,W10153078060001,Tamil Nadu,Dindigul,SANARPATTI,Sanarpatti,78.1,10.2583,2022,7.37,1964,0,793,235,75,12,0,590,52,112,209,8.7,1.22,,,3
6471,W10162878041101,Tamil Nadu,Dindigul,DINDIGUL,Sanarpatti,78.0697,10.2745,2022,7.47,1833,0,720,192,75,6.4,0,490,72,75,235,3,1.48,,,2
6472,W10164078042601,Tamil Nadu,Dindigul,DINDIGUL,Sanarpatti,78.0738,10.2779,2022,7.52,1903,0,598,263,85,25,0,520,36,105,205,12,1.25,,,3
6473,W10175178051101,Tamil Nadu,Dindigul,DINDIGUL,Sanarpatti,78.0863,10.2974,2022,7.38,1477,0,622,100,47,2.3,0,360,40,63,158,6,1.14,,,8
6474,W10195878051301,Tamil Nadu,Dindigul,DINDIGUL,Sanarpatti,78.087,10.3328,2022,7.33,1840,0,878,149,70,7,0,350,28,68,333,3.4,2.76,,,3
6475,W10445078053001,Tamil Nadu,Dindigul,GUZILIAMPARAI,Servaikaranpatti,78.0917,10.7472,2022,7.4,1249,0,342,114,188,64,0,500,88,68,57,8,0.81,,,3
6476,W10162177500801,Tamil Nadu,Dindigul,ATHOOR,Siddayamkottai,77.8356,10.2725,2022,7.05,5830,0,390,1458,500,31,0,1980,328,282,366,15,0.55,,,3
6477,W10121378030301,Tamil Nadu,Dindigul,NILAKOTTAI,Siluvathur,78.0508,10.2037,2022,7.32,1219,0,488,142,62,10,0,400,44,70,117,6.6,1.02,,,6
6478,W10273578013801,Tamil Nadu,Dindigul,VEDASANDUR,Sundarapuri,78.0272,10.4597,2022,7.59,969,0,451,82,28,13,0,375,60,55,66,14,0.75,,,4
6479,W10241978024301,Tamil Nadu,Dindigul,VADAMADURAI,Thamaraipadi,78.0453,10.4053,2022,7.4,4020,0,769,640,370,241,0,720,200,54,529,92,0.54,,,3
6480,W10352477313701,Tamil Nadu,Dindigul,THOPPAMPATTI,Thoppampatti,77.5269,10.59,2022,7.16,1863,0,415,270,92,226,0,570,92,83,202,21,1.2,,,3
6481,W10316077311501,Tamil Nadu,Dindigul,THOPPAMPATTI,Thumbalapatti,77.5208,10.5333,2022,7.13,1110,0,403,85,31,178,0,460,64,73,64,5.8,1.06,,,1
6482,W10213078060001,Tamil Nadu,Dindigul,SANARPATTI,Vadamadurai,78.1,10.3583,2022,7.02,2290,0,476,384,138,87,0,780,192,73,198,11,1,,,3
6483,W10154778034001,Tamil Nadu,Dindigul,DINDIGUL,Vadamadurai pz,78.0612,10.263,2022,7.07,2420,0,512,384,142,107,0,660,168,58,273,11,1.32,,,8
6484,W10192878023101,Tamil Nadu,Dindigul,DINDIGUL,Vaivesapuram,78.0419,10.3244,2022,7.15,2300,0,439,313,182,207,0,680,168,63,183,21,0.82,,,0
6485,W10322378041601,Tamil Nadu,Dindigul,VEDASANDUR,Vaivesapuram,78.071,10.5396,2022,7.11,1846,0,342,384,53,132,0,800,172,90,50,12,0.35,,,0
6486,W10325478041901,Tamil Nadu,Dindigul,VADAMADURAI,Vaivesapuram,78.072,10.5484,2022,7.27,2160,0,451,356,200,100,0,760,144,97,130,17,1.18,,,6
6487,W10331878042701,Tamil Nadu,Dindigul,VADAMADURAI,Vaivesapuram,78.0742,10.5551,2022,7.28,1628,0,183,164,410,17,0,430,128,27,167,6.6,1.35,,,12
6488,W10332078041801,Tamil Nadu,Dindigul,GUZILIAMPARAI,Vaivesapuram,78.0717,10.5555,2022,7.09,878,0,262,110,55,0.9,0,205,40,26,93,6.1,0.8,,,0
6489,W10325177581601,Tamil Nadu,Dindigul,VEDASANDUR,Vedasandur new,77.9711,10.5475,2022,7.11,3490,0,439,768,92,2.4,0,900,80,170,353,13,1.3,,,8
6490,W11373877362201,Tamil Nadu,Erode,AMMAPET,Alampalayam pz,77.6061,11.6272,2022,7.4,2800,0,524.6,304.9,126,48,0,760,36,162.8,152.3,24.6,0.58,,,4
6491,W11265377212801,Tamil Nadu,Erode,THOOKANAICKENPALAY,Alukuli pz,77.3578,11.4481,2022,7.5,1110,0,158.6,280.1,86,49,0,140,40,9.7,190.4,48.4,0.5,,,10
6492,W11371077444001,Tamil Nadu,Erode,AMMAPET,Ammapet2,77.7444,11.6194,2022,7.9,1800,0,603.9,226.9,66,62,0,500,40,97.2,166.5,1.8,0.97,,,2
6493,W11294977203501,Tamil Nadu,Erode,THOOKANAICKENPALAY,Arakkan kottai(Modur D,77.3431,11.4969,2022,7.5,2120,0,549,241.1,118,46,0,610,75,102.8,165.7,17.2,0.24,,,5
6494,W11094577420001,Tamil Nadu,Erode,MODAKKURUCHI,Archalur,77.7,11.1625,2022,7.98,762,0,146.4,70.9,88,12,0,250,80,12.2,17,33,1.69,,,0
6495,W11283277151501,Tamil Nadu,Erode,SATHIYAMANGALAM,Ariyappanpalayam pz,77.2542,11.4756,2022,7.7,1912,0,353.8,156,153,69,0,500,60,85.1,70.9,5.8,1.15,,,7
6496,W11402677074401,Tamil Nadu,Erode,TALAVADI,Asanur pz,77.1289,11.6739,2022,7.2,2450,0,475.8,283.6,209,81,0,740,56,145.8,125.9,18.1,0.67,,,0
6497,W11312777310001,Tamil Nadu,Erode,ANTHIIYUR,Attani,77.5167,11.5242,2022,7.5,1219,0,378.2,120.5,115,50,0,430,60,68.1,79.5,10.5,0.29,,,1
6498,W11136077431501,Tamil Nadu,Erode,MODAKKURUCHI,Avalpundurai,77.7208,11.2333,2022,8.1,1520,0,298.9,141.8,74,16,0,380,90,37.7,64,25.3,1.02,,,1
6499,W11301577243001,Tamil Nadu,Erode,THOOKANAICKENPALAY,Bangalapudhur,77.4083,11.5042,2022,7.25,1240,0,427,134.7,45,33,0,410,64,60.8,77,7.9,0.41,,,1
6500,W11483077316001,Tamil Nadu,Erode,ANTHIIYUR,Bhavani1,77.5333,11.8083,2022,7.3,2610,0,475.8,297.8,128,46,0,590,60,106.9,139.9,147.7,0.74,,,4
6501,W11133077263701,Tamil Nadu,Erode,UTHUKULI,Chengapalli,77.4436,11.225,2022,7.5,1604,0,329.4,241.1,60,42,0,600,88,92.4,62,12,1.32,,,2
6502,W11420777402501,Tamil Nadu,Erode,AMMAPET,Chennampatti pz,77.6736,11.7019,2022,7,1552,0,164.7,198.5,298,67,0,750,120,109.4,25.5,0.2,0.29,,,2
6503,W11094577355001,Tamil Nadu,Erode,CHENNIMALAI,Chennimalai2,77.5972,11.1625,2022,8,1613,0,427,163.1,168,52,0,330,92,24.3,160,125.4,1.43,,,0
6504,W11233077404001,Tamil Nadu,Erode,ERODE,Chittodu,77.6778,11.3917,2022,7.5,1542,0,268.4,170.2,121,54,0,320,48,48.6,88,66.9,0.44,,,2
6505,W10442077314501,Tamil Nadu,Erode,DHARAPURAM,Dharapuram2,77.5292,10.7389,2022,7.8,2760,0,414.8,297.8,221,45,0,410,108,34,189,87.4,0.11,,,0
6506,W11101177405001,Tamil Nadu,Erode,MODAKKURUCHI,E.Vellampalayam pz,77.6806,11.1697,2022,7.6,958,0,353.8,63.8,72,33,0,240,40,34,107.2,19.8,1.77,,,1
6507,W11114077464501,Tamil Nadu,Erode,MODAKKURUCHI,Elmattur,77.7792,11.1944,2022,7.5,1136,0,390.4,85.1,79,35,0,290,48,41.3,111,55.8,1.6,,,1
6508,W11015177320501,Tamil Nadu,Erode,KANGEYAM,Erakalpudur(Sivanmalai,77.5347,11.0308,2022,7.3,7000,0,1030.9,680.6,739,47,0,960,40,209,883,3.7,0.93,,,0
6509,W11196077436001,Tamil Nadu,Erode,ERODE,Erode2,77.7333,11.3333,2022,7.5,1381,0,414.8,205.6,93,43,0,390,80,46.2,147,17,1.54,,,3
6510,W10460577391701,Tamil Nadu,Erode,DHARAPURAM,Ganapathipalayam,77.6547,10.7681,2022,7.3,1089,0,256.2,127.6,121,37,0,420,68,60.8,40.7,4.8,1.21,,,0
6511,W11393277410501,Tamil Nadu,Erode,AMMAPET,Gandhinagar Thaneerp,77.6847,11.6589,2022,7.1,1365,0,152.5,177.3,136,46,0,490,124,43.7,25,17.7,0.2,,,1
6512,W11201877244801,Tamil Nadu,Erode,NAMBIYUR,Gettichcheriyar,77.4133,11.3383,2022,7.7,2560,0,707.6,283.6,114,94,0,580,48,111.8,212,185.6,0.84,,,3
6513,W11273077264501,Tamil Nadu,Erode,THOOKANAICKENPALAY,Gobichettipalayam1,77.4458,11.4583,2022,7.5,979,0,341.6,70.9,115,48,0,350,76,38.9,59.5,7.3,0.53,,,0
6514,W11292077292301,Tamil Nadu,Erode,GOBICHETTIPALAYAM,Gugalur,77.4897,11.4889,2022,7.4,1172,0,237.9,113.4,169,19,0,450,88,55.9,49.1,7.2,0.59,,,1
6515,W11382977405601,Tamil Nadu,Erode,AMMAPET,Guvuar dw,77.6822,11.6414,2022,7.6,1240,0,366,177.3,66,78,0,610,56,114.2,42,0.3,0.34,,,1
6516,W11270077161001,Tamil Nadu,Erode,SATHIYAMANGALAM,Indiampalayam,77.2694,11.45,2022,7,880,0,366,99.3,58,66,0,340,48,53.5,78.2,16,0.13,,,1
6517,W11133377345301,Tamil Nadu,Erode,CHENNIMALAI,Ingur New,77.5814,11.2258,2022,7.3,5860,0,183,1035.1,213,63,0,970,128,158,316,42.3,0.62,,,5
6518,W11135377313101,Tamil Nadu,Erode,PERUNDURAI,Kambaliyampatti pz,77.5253,11.2314,2022,7.5,1636,0,292.8,404.1,69,48,0,550,124,58.3,148,10,1.35,,,3
6519,W11314777174301,Tamil Nadu,Erode,THOOKANAICKENPALAY,Kambanaickenpalayam,77.2953,11.5297,2022,7.6,1561,0,597.8,148.9,13,7,0,360,40,63.2,155,48,0.75,,,1
6520,W11001077334501,Tamil Nadu,Erode,KANGEYAM,Kangayam2,77.5625,11.0028,2022,7.3,2060,0,414.8,312,211,37,0,640,152,63.2,134,21.1,1.08,,,0
6521,W10455077354001,Tamil Nadu,Erode,DHARAPURAM,Karaiyur1,77.5944,10.7639,2022,7.8,8560,0,683.2,943,810,61,0,1510,304,182.3,446,32.9,1.56,,,3
6522,W11272077202201,Tamil Nadu,Erode,THOOKANAICKENPALAY,Kasipalayam (E),77.3394,11.4556,2022,7.3,647,0,341.6,35.5,5,12,0,310,40,51,18,4.9,0.6,,,0
6523,W11253277142801,Tamil Nadu,Erode,SATHIYAMANGALAM,Kathampalayam pz,77.2411,11.4256,2022,7.7,1201,0,500.2,56.7,103,23,0,300,28,55.9,165,11.6,1.05,,,1
6524,W11324377354301,Tamil Nadu,Erode,ANTHIIYUR,Kattupalayam pz,77.5953,11.5453,2022,7.4,1090,0,176.9,106.4,189,62,0,480,52,85.1,41.5,4.5,0.42,,,1
6525,W11224977135101,Tamil Nadu,Erode,SATHIYAMANGALAM,Kavilipalayam,77.2308,11.3802,2022,7.3,10700,0,488,2871.5,184,76,0,2350,244,422.9,980,16,1.73,,,38
